第1道答案: 2878956/10223345
第7912道答案: 1’3095753/12088966
第7913道答案: 3’98761/3045686
第7914道答案: 15’13559/22475
第7915道答案: 14’10610353/11537155
第7916道答案: 17315516/43672175
第7917道答案: 29’1353/1565
第7918道答案: 1’29214/64001
第7919道答案: 27’18137/22591
第7920道答案: 2020/12673
第7921道答案: 1’1609/3077
第7922道答案: 2’75199/260028
第7923道答案: 6431/399384
第7924道答案: 1’31681673/223052225
第7925道答案: 4’308/1159
第7926道答案: 2’1695299/3183505
第7927道答案: 12220/121737
第7928道答案: 6’32101663/47857302
第7929道答案: 4’299/3100
第7930道答案: 28199177/94706092
第7931道答案: 190854/60139525
第7932道答案: 55279/70227
第7933道答案: 1’313593111/1751479682
第7934道答案: 27’1350581/2810500
第7935道答案: 1’35383/121212
第7936道答案: 9’757765/1244016
第7937道答案: 4’120182/213841
第7938道答案: 905490015/1921231292
第7939道答案: 949615087/1602436181
第7940道答案: 62023/64498
第7941道答案: 1974472/2417415
第7942道答案: 16’539/556
第7943道答案: 1’31451/34364
第7944道答案: 2’83662725/483383506
第7945道答案: 4’2109817/11758110
第7946道答案: 3’875/105586
第7947道答案: 20975/85666
第7948道答案: 3’2243830/3062911
第7949道答案: 54984782/62238105
第7950道答案: 2’355816/357785
第7951道答案: 2’26519452/67087477
第7952道答案: 1’12121827/30756088
第7953道答案: 714635/27071302
第7954道答案: 2’14851/76002
第7955道答案: 1’97/164
第7956道答案: 277357392/304745951
第7957道答案: 7’20911808/29614483
第7958道答案: 2’8122297/37258496
第7959道答案: 3’147827/1014965
第7960道答案: 2’11264446/18001473
第7961道答案: 22505/26151
第7962道答案: 2101551/7900358
第7963道答案: 4’425362/6109455
第7964道答案: 4’118/209
第7965道答案: 1474/66447
第7966道答案: 3’19961/24623170
第7967道答案: 10’8668813/9800181
第7968道答案: 26’1517/2079
第7969道答案: 3’30873263/259577620
第7970道答案: 1626273043/1673301826
第7971道答案: 1’201115267/511825672
第7972道答案: 1’68714/248009
第7973道答案: 1’59362/113937
第7974道答案: 2’2337/4900
第7975道答案: 1’43526397/1311431188
第7976道答案: 2’60051241/142071501
第7977道答案: 1’28249/28475
第7978道答案: 8’51397/63452
第7979道答案: 12’24713/1312416
第7980道答案: 69’1104053/1226033
第7981道答案: 2194651/4734990
第7982道答案: 5’498115/3941784
第7983道答案: 2611595/6669972
第7984道答案: 5’31151/62330
第7985道答案: 17’3509/3926
第7986道答案: 2’32879/76705
第7987道答案: 7’94/3325
第7988道答案: 1’242161297/677307500
第7989道答案: 3’128009/591107
第7990道答案: 3’18665/37356
第7991道答案: 10377220/1533391417
第7992道答案: 3988315/29813784
第7993道答案: 28105/85466
第7994道答案: 263667/316192
第7995道答案: 21164/2606875
第7996道答案: 2’11666/143591
第7997道答案: 100607/112651
第7998道答案: 2’5968/29281
第7999道答案: 74’4540/6273
第8000道答案: 1090/7157
第8001道答案: 10’6644183/8369372
第8002道答案: 7’308012/827875
第8003道答案: 15336/32207
第8004道答案: 17’681073/913872
第8005道答案: 3’16235/87021
第8006道答案: 1’208475991/1859434108
第8007道答案: 4’1025740/1112969
第8008道答案: 52’157900/489953
第8009道答案: 2’2743112/121102595
第8010道答案: 11393/81672
第8011道答案: 1’937809215/1155035713
第8012道答案: 1874917043/2038673920
第8013道答案: 54033/83981
第8014道答案: 5’551/1683
第8015道答案: 8959/212420
第8016道答案: 2’423901133/788337516
第8017道答案: 3’105740991/166964587
第8018道答案: 7’1768372/1821519
第8019道答案: 1’31955/137611
第8020道答案: 19314176/26594109
第8021道答案: 1’466027/3288064
第8022道答案: 371’662393/928653
第8023道答案: 125121255/495608476
第8024道答案: 4’19871/27832
第8025道答案: 23’292419/6590792
第8026道答案: 86802884/166803023
第8027道答案: 1’31277/34238
第8028道答案: 35522267/47866656
第8029道答案: 1838210031/1916624000
第8030道答案: 3054333/4982705
第8031道答案: 2’76755062/101975265
第8032道答案: 581’47/158
第8033道答案: 1’913933327/1059877102
第8034道答案: 505446581/781905069
第8035道答案: 22094578/360685585
第8036道答案: 11569/13008
第8037道答案: 44’1376/1729
第8038道答案: 1’75043141/205373940
第8039道答案: 57373/3503988
第8040道答案: 32’618592/1183609
第8041道答案: 1805661/1965968
第8042道答案: 1’9989/19981
第8043道答案: 2’4081346/14487695
第8044道答案: 44’403381/5467966
第8045道答案: 5’222174/329375
第8046道答案: 2’43571569/105891470
第8047道答案: 4’151769/1590750
第8048道答案: 797364229/1482816075
第8049道答案: 1’197950/215429
第8050道答案: 2’599/1160
第8051道答案: 1’75161/237188
第8052道答案: 45227/228250
第8053道答案: 5’28460/61541
第8054道答案: 3’806905/3743963
第8055道答案: 3’583/9500
第8056道答案: 5304/80465
第8057道答案: 1229/3219
第8058道答案: 59’1671/6616
第8059道答案: 28’621721/1001952
第8060道答案: 33178/104525
第8061道答案: 29’89446/419805
第8062道答案: 23’884702/1724091
第8063道答案: 1292/16501
第8064道答案: 2’1380097/14262325
第8065道答案: 3’81867/157832
第8066道答案: 3’696607/966828
第8067道答案: 123809/185931
第8068道答案: 25392/928955
第8069道答案: 48934/325215
第8070道答案: 1’182221707/324960056
第8071道答案: 1’604609/731481
第8072道答案: 25779384/422559731
第8073道答案: 4’1614/194959
第8074道答案: 1’5683151/14136363
第8075道答案: 4’6830518/10448333
第8076道答案: 1’57529/312015
第8077道答案: 1’1117/10659
第8078道答案: 314524377/1145905586
第8079道答案: 1762209/12066250
第8080道答案: 5’4659811/11336778
第8081道答案: 2’877634/3990357
第8082道答案: 26531/261370
第8083道答案: 1’21166567/258121080
第8084道答案: 1’434608/1800317
第8085道答案: 358037/1119690
第8086道答案: 1028136707/1633794576
第8087道答案: 2’82534/887733
第8088道答案: 37’1099339/5492655
第8089道答案: 1’83689/378556
第8090道答案: 4’391709/638604
第8091道答案: 12411659/47831994
第8092道答案: 1’16635533/41954997
第8093道答案: 12’48962847/65840542
第8094道答案: 40495/59454
第8095道答案: 2’168986/295641
第8096道答案: 50977/149940
第8097道答案: 1’3263/6974
第8098道答案: 1’1187791/2073180
第8099道答案: 31’1041069/4655959
第8100道答案: 5’2943/2944
第8101道答案: 2’90229/623658
第8102道答案: 1’1267117/5305248
第8103道答案: 62’128675/1620372
第8104道答案: 230883609/564763930
第8105道答案: 675/1316
第8106道答案: 1’3619916/3906873
第8107道答案: 10’25/46
第8108道答案: 3057835/10430032
第8109道答案: 3’232643/795424
第8110道答案: 430033/679099
第8111道答案: 5’11176273/21835056
第8112道答案: 74’1269014/2093713
第8113道答案: 2’66120777/70391090
第8114道答案: 4’2947554/6119729
第8115道答案: 25’1629642/20998801
第8116道答案: 2’36771138/80630575
第8117道答案: 2993/73315
第8118道答案: 232209/2074420
第8119道答案: 3’437815/1342323
第8120道答案: 275/2006
第8121道答案: 270102529/410068162
第8122道答案: 16873297/30938287
第8123道答案: 812288/1084485
第8124道答案: 2’8320159/21983020
第8125道答案: 9’649/33810
第8126道答案: 13’241/644
第8127道答案: 8’73/560
第8128道答案: 48678/131003
第8129道答案: 1’28394462/32967855
第8130道答案: 2’770618/872871
第8131道答案: 18492/54587
第8132道答案: 301672033/321769408
第8133道答案: 18275/116493
第8134道答案: 1’126923/248859
第8135道答案: 1’477947/1018750
第8136道答案: 3’2554949/29759688
第8137道答案: 1’6035947/9649380
第8138道答案: 16’175349/370370
第8139道答案: 5’1846/6741
第8140道答案: 7’6726593/45004846
第8141道答案: 118642/137667
第8142道答案: 9’3239403/19646399
第8143道答案: 67/3546
第8144道答案: 22’54863/63835
第8145道答案: 23811/34300
第8146道答案: 955/33252
第8147道答案: 25283/75072
第8148道答案: 1’6514729/22115449
第8149道答案: 3’5485/27508
第8150道答案: 1’317679851/385622237
第8151道答案: 1’700047997/1168815812
第8152道答案: 13’26419/27587
第8153道答案: 4’5218/6273
第8154道答案: 39292/845397
第8155道答案: 1’2087871/701560394
第8156道答案: 7’1699/9035
第8157道答案: 16’3305801/6263652
第8158道答案: 1’257311820/736553963
第8159道答案: 97049/102440
第8160道答案: 305/804
第8161道答案: 69’1915204/3018311
第8162道答案: 913/6629
第8163道答案: 256379/400040
第8164道答案: 1’41281/219000
第8165道答案: 4’21871/62370
第8166道答案: 1’66274648/958199397
第8167道答案: 18’473/1448
第8168道答案: 48’40/63
第8169道答案: 7’16934131/113108688
第8170道答案: 1’23189/48425
第8171道答案: 20’511175/1244196
第8172道答案: 2’13902862/16749567
第8173道答案: 32’127487/331100
第8174道答案: 6’5150/13407
第8175道答案: 2’9265859/19337304
第8176道答案: 179813912/263888203
第8177道答案: 18’1972/2985
第8178道答案: 2’59838585/70474703
第8179道答案: 1203/13585
第8180道答案: 3197/28724
第8181道答案: 34101/47804
第8182道答案: 8’279073/871024
第8183道答案: 285175/359463
第8184道答案: 97717/238920
第8185道答案: 2546/18857
第8186道答案: 156747959/362164661
第8187道答案: 3’31/108
第8188道答案: 3’101214287/180513360
第8189道答案: 16’735937/2444418
第8190道答案: 2’2103/3520
第8191道答案: 2457/13516
第8192道答案: 105645299/1570716782
第8193道答案: 46282/5305501
第8194道答案: 4’55437418/516403975
第8195道答案: 1’229024042/387873367
第8196道答案: 1’50657/54136
第8197道答案: 2’3323/153582
第8198道答案: 2’2699/5066
第8199道答案: 15’2783267/7344045
第8200道答案: 5425768/21750009
第8201道答案: 31’3193/4915
第8202道答案: 1659131/70065534
第8203道答案: 82680/97121
第8204道答案: 11998063/188748800
第8205道答案: 17024/18625
第8206道答案: 20537/39900
第8207道答案: 3’67605/97474
第8208道答案: 2’4029505/4054887
第8209道答案: 1’46694/84579
第8210道答案: 625115081/880610160
第8211道答案: 630036/1028485
第8212道答案: 2’78233/6849084
第8213道答案: 653279876/1064401321
第8214道答案: 1’2433867/3885700
第8215道答案: 950199538/1820975553
第8216道答案: 6732847/12156123
第8217道答案: 7’11282251/87541380
第8218道答案: 1565447/5673932
第8219道答案: 1183986/35111275
第8220道答案: 24537245/75080824
第8221道答案: 895576827/2140272458
第8222道答案: 5’1916525/3173926
第8223道答案: 1776/8897
第8224道答案: 7’137887/151700
第8225道答案: 2’1198/1521
第8226道答案: 2’168373/709240
第8227道答案: 1’602534/27657705
第8228道答案: 1’171598619/1970653557
第8229道答案: 22225/22536
第8230道答案: 2’41233/90464
第8231道答案: 2’34043/35620
第8232道答案: 1’42929757/566323814
第8233道答案: 1’1326346/26891943
第8234道答案: 1’149841668/815465373
第8235道答案: 295297/468825
第8236道答案: 7’409/910
第8237道答案: 78383/213306
第8238道答案: 3’966559/1107450
第8239道答案: 5’40347/189602
第8240道答案: 7’5873809/31052840
第8241道答案: 112/231363
第8242道答案: 10769/59045
第8243道答案: 977735/1862532
第8244道答案: 13’3479/9207
第8245道答案: 5’21164977/23469732
第8246道答案: 2’4633/5037
第8247道答案: 16’10993/34527
第8248道答案: 1’47764553/93464590
第8249道答案: 153477619/189206215
第8250道答案: 61375/122248
第8251道答案: 18409957/86642171
第8252道答案: 18763495/204191859
第8253道答案: 1’721650074/1013925537
第8254道答案: 34604/57771
第8255道答案: 57’1184143/4558505
第8256道答案: 1’5190992/5452125
第8257道答案: 1’15929/17819
第8258道答案: 3’82101/94346
第8259道答案: 4’61665793/231613313
第8260道答案: 3’303/383
第8261道答案: 3’2939/11956
第8262道答案: 3303250/13393593
第8263道答案: 73540815/405668786
第8264道答案: 11’106211/115884
第8265道答案: 1’510956387/547421873
第8266道答案: 6742686/9538133
第8267道答案: 3’20528787/31547552
第8268道答案: 1’4163/11664
第8269道答案: 14’239/490
第8270道答案: 10’2167/3676
第8271道答案: 10’1638556/14710671
第8272道答案: 2’29/860
第8273道答案: 8204824/18746325
第8274道答案: 2’734131/2675145
第8275道答案: 7’4285693/9699690
第8276道答案: 2’59373491/234084816
第8277道答案: 207261804/1019366671
第8278道答案: 166’232/399
第8279道答案: 4453/17760
第8280道答案: 19025/23733
第8281道答案: 2’1876115/7273467
第8282道答案: 1’264073/310650
第8283道答案: 1’619559043/904858126
第8284道答案: 1’87157/256054
第8285道答案: 2’1446287/2521079
第8286道答案: 11’2189956/3160555
第8287道答案: 312551/2098512
第8288道答案: 771/6853
第8289道答案: 1’309307/626472
第8290道答案: 2’105872851/106467460
第8291道答案: 8’464657/1825956
第8292道答案: 20411409/32788315
第8293道答案: 7267/18225
第8294道答案: 68055661/77321756
第8295道答案: 1’181648/189673
第8296道答案: 1’15053861/140096814
第8297道答案: 904900924/1583102373
第8298道答案: 3’5363/820704
第8299道答案: 59724/222431
第8300道答案: 16’2626287/3041120
第8301道答案: 6404933/18689340
第8302道答案: 1’4238209/25107830
第8303道答案: 12414889/15234165
第8304道答案: 3’4060545/16660138
第8305道答案: 3’8679884/18369741
第8306道答案: 1’23289/128470
第8307道答案: 25037419/129699936
第8308道答案: 1876863/5109860
第8309道答案: 1’380664842/525214683
第8310道答案: 887475517/2117205090
第8311道答案: 3’23027369/103169612
第8312道答案: 24649/38454
第8313道答案: 2’72647963/91138422
第8314道答案: 5071662/8084167
第8315道答案: 1’2023/5088
第8316道答案: 3’311/6315
第8317道答案: 1’2426/69639
第8318道答案: 1’1762721/12963382
第8319道答案: 10’1079417/4454160
第8320道答案: 87365695/115046104
第8321道答案: 962829/40452577
第8322道答案: 97950731/381709951
第8323道答案: 2’201170708/318042343
第8324道答案: 33’84832/117819
第8325道答案: 3’6165/18998
第8326道答案: 24128/181401
第8327道答案: 1191509/1323700
第8328道答案: 1’2922477/7291937
第8329道答案: 1’91/340
第8330道答案: 2’4740/54607
第8331道答案: 16307/744193
第8332道答案: 19’12479/26596
第8333道答案: 4455/20329
第8334道答案: 4’2529/192794
第8335道答案: 1’100391/378805
第8336道答案: 1’8145187/8161020
第8337道答案: 5’13272/17399
第8338道答案: 81571/181700
第8339道答案: 4’142636/680525
第8340道答案: 3’6899897/8687616
第8341道答案: 7’4031407/265813408
第8342道答案: 2’56883109/150252928
第8343道答案: 2’17316295/19663798
第8344道答案: 120’29/62
第8345道答案: 1’215/588
第8346道答案: 1’111815861/1324737037
第8347道答案: 5359/11628
第8348道答案: 1’194785627/762496962
第8349道答案: 1’421531144/507836423
第8350道答案: 2’9379/212160
第8351道答案: 26’498653/929081
第8352道答案: 7’6985/8372
第8353道答案: 166131813/1005638528
第8354道答案: 18’30079/406926
第8355道答案: 2’28799/252448
第8356道答案: 238’23824/75229
第8357道答案: 8’16151/108840
第8358道答案: 1’135549517/547584149
第8359道答案: 429404219/1377904668
第8360道答案: 5’26782461/57593263
第8361道答案: 2’25579/40348
第8362道答案: 3’22197733/30844380
第8363道答案: 132173342/255103549
第8364道答案: 35137183/369043887
第8365道答案: 8’166633/1827534
第8366道答案: 2’31499/113162
第8367道答案: 5’11411132/76749195
第8368道答案: 2’40340621/68442714
第8369道答案: 1’98037669/109222748
第8370道答案: 38’2930/4761
第8371道答案: 1’143/291
第8372道答案: 3’49486/540141
第8373道答案: 10535/13857
第8374道答案: 4’73823/77220
第8375道答案: 40658837/51410967
第8376道答案: 25961713/661851352
第8377道答案: 40’1785622/1910887
第8378道答案: 2’103272455/313764504
第8379道答案: 1’49731507/162228524
第8380道答案: 1’31741/264078
第8381道答案: 6’44703511/100579644
第8382道答案: 6175525/20965104
第8383道答案: 1’26543/47336
第8384道答案: 3’77944249/118222992
第8385道答案: 1’249097361/356333704
第8386道答案: 374967/781291
第8387道答案: 13’145237/621335
第8388道答案: 3’35904/82099
第8389道答案: 1’27237713/43155870
第8390道答案: 5’1597/17005
第8391道答案: 379586165/942216896
第8392道答案: 2’230086/405015
第8393道答案: 956048160/1377272263
第8394道答案: 1356/21983
第8395道答案: 2’355840/629993
第8396道答案: 306585849/1740589192
第8397道答案: 1’12257/70184
第8398道答案: 3’6433/52884
第8399道答案: 2829/9520
第8400道答案: 6’673/900
第8401道答案: 10’146/975
第8402道答案: 94141685/148014126
第8403道答案: 51031/433466
第8404道答案: 1’12689/240312
第8405道答案: 1’29401/30951
第8406道答案: 808345/4091958
第8407道答案: 250163297/714336218
第8408道答案: 2’1062541/1360939
第8409道答案: 1’8356/21605
第8410道答案: 7390915/20346892
第8411道答案: 39202/117987
第8412道答案: 57165727/61324305
第8413道答案: 639888643/970102416
第8414道答案: 1’132169/137655
第8415道答案: 1’671/1365
第8416道答案: 1’141988971/304812032
第8417道答案: 1’8023400/363868767
第8418道答案: 44717/101097
第8419道答案: 1256231047/1666439614
第8420道答案: 1874/225225
第8421道答案: 2263261/3623695
第8422道答案: 13’6872023/41752256
第8423道答案: 1’559711952/1162408293
第8424道答案: 2’1116733/12037536
第8425道答案: 30688009/224551578
第8426道答案: 1’5489/8281
第8427道答案: 11168880/16348423
第8428道答案: 2746102/20221195
第8429道答案: 12’441089/455265
第8430道答案: 450’457/634
第8431道答案: 1’133378347/1266068986
第8432道答案: 218473451/466419600
第8433道答案: 1’72637/116154
第8434道答案: 1’9329/74793
第8435道答案: 9’289049/710478
第8436道答案: 5’113765969/389996067
第8437道答案: 2938628/5464793
第8438道答案: 3’219969/949960
第8439道答案: 14256/141304115
第8440道答案: 1’26523/187109
第8441道答案: 35653/121666
第8442道答案: 250488/1300009
第8443道答案: 36’9776/13547
第8444道答案: 5’3963/30058
第8445道答案: 9085385/12511298
第8446道答案: 8’5209/36803
第8447道答案: 563/861
第8448道答案: 6’32137/47760
第8449道答案: 23’671/1036
第8450道答案: 2’7199157/865105016
第8451道答案: 4’2049761/3674796
第8452道答案: 35040861/45967501
第8453道答案: 24557612/29890539
第8454道答案: 7’2060649/2629130
第8455道答案: 1’701713024/822202125
第8456道答案: 74929/77348
第8457道答案: 4’24376/29083
第8458道答案: 2’9630/82063
第8459道答案: 77037324/1065419039
第8460道答案: 2’433207646/588599887
第8461道答案: 45583/46893
第8462道答案: 10’5/1162
第8463道答案: 1’35171/90079
第8464道答案: 27’37/86
第8465道答案: 10’220741/701995
第8466道答案: 28736821/51027870
第8467道答案: 33887/121903
第8468道答案: 1’21591/32929
第8469道答案: 2’20617912/325873811
第8470道答案: 1’131955481/157454963
第8471道答案: 177276/15676715
第8472道答案: 2’25877/124256
第8473道答案: 19565/433376
第8474道答案: 1’15630083/19156135
第8475道答案: 1’42882154/98312499
第8476道答案: 46839317/149952864
第8477道答案: 49288/244725
第8478道答案: 20’151901/300048
第8479道答案: 185193185/492085502
第8480道答案: 437’1/3
第8481道答案: 1’33419/145125
第8482道答案: 1164047/1363960
第8483道答案: 1783509319/1794107304
第8484道答案: 2131487/2764710
第8485道答案: 34819/120196
第8486道答案: 107203/112712
第8487道答案: 449123/646050
第8488道答案: 12’3049/3611
第8489道答案: 4’16243516/16920389
第8490道答案: 5’665/10904
第8491道答案: 3’19794/22127
第8492道答案: 169556215/238097184
第8493道答案: 17719/27511
第8494道答案: 7828/7831
第8495道答案: 1’67749119/94669676
第8496道答案: 2’28841/80352
第8497道答案: 5’1877233/5256888
第8498道答案: 246183761/481920964
第8499道答案: 2’41723/56942
第8500道答案: 66549131/197960126
第8501道答案: 310879713/671939528
第8502道答案: 1’244011695/1013097478
第8503道答案: 68575/197506
第8504道答案: 146916/13522555
第8505道答案: 1’351/665
第8506道答案: 6’57744/172091
第8507道答案: 83765891/919787756
第8508道答案: 9’318241/619692
第8509道答案: 11’10145875/26571157
第8510道答案: 4797/7510
第8511道答案: 22074/125851
第8512道答案: 1’20198/60025
第8513道答案: 1’55218/134365
第8514道答案: 60119/561816
第8515道答案: 6’8400557/31201100
第8516道答案: 31/46300
第8517道答案: 682/16541
第8518道答案: 1’825842727/1313239798
第8519道答案: 124’604/3753
第8520道答案: 1’26621/29670
第8521道答案: 194395108/329177151
第8522道答案: 15931/24780
第8523道答案: 120885/121961
第8524道答案: 1’42132903/1983947221
第8525道答案: 94834195/688057818
第8526道答案: 4’393669197/404169470
第8527道答案: 1’128505985/500977128
第8528道答案: 45’197173/530104
第8529道答案: 3’2319/2530
第8530道答案: 151/576
第8531道答案: 123’5504/21131
第8532道答案: 10’6101/64491
第8533道答案: 7’229/1470
第8534道答案: 1’759908566/999185125
第8535道答案: 1’259117/306810
第8536道答案: 435464307/659133758
第8537道答案: 1’154277077/198716991
第8538道答案: 235081/4109832
第8539道答案: 1032799871/1047209180
第8540道答案: 4’5832/6475
第8541道答案: 10’103/250
第8542道答案: 231’3/130
第8543道答案: 11’81721/144789
第8544道答案: 222’1047/1394
第8545道答案: 1’3596057/15808000
第8546道答案: 3’13875/16847
第8547道答案: 6’262151/2608241
第8548道答案: 1’601129/1263899
第8549道答案: 1’189066891/452618054
第8550道答案: 35997/51968
第8551道答案: 1’26710/35259
第8552道答案: 1’2651443/11829614
第8553道答案: 165487695/885474514
第8554道答案: 154691/335700
第8555道答案: 56884/222945
第8556道答案: 33731/41760
第8557道答案: 19359/644680
第8558道答案: 233674613/982217549
第8559道答案: 6’375841/405314
第8560道答案: 123379/165135
第8561道答案: 18784/18821
第8562道答案: 328259848/697833127
第8563道答案: 6602256/7042877
第8564道答案: 3’1241191/3072410
第8565道答案: 1’78614476/178657947
第8566道答案: 1’36455629/41538957
第8567道答案: 1226236/1491995
第8568道答案: 1’4914002/23444113
第8569道答案: 185806/277219
第8570道答案: 2’15833/47005
第8571道答案: 2’316537865/513881204
第8572道答案: 13’34239/51397
第8573道答案: 61368791/205511400
第8574道答案: 8’1336/1631
第8575道答案: 2214732/4435037
第8576道答案: 1’26743/77841
第8577道答案: 2’19297/28120
第8578道答案: 2’9499541/44519475
第8579道答案: 6’336/1595
第8580道答案: 21218/25265
第8581道答案: 380593/7543500
第8582道答案: 6500153/39417876
第8583道答案: 6784541/33118176
第8584道答案: 1’953695/3935736
第8585道答案: 948/8075
第8586道答案: 118523/369740
第8587道答案: 2’17066481/22087520
第8588道答案: 744142409/1972073342
第8589道答案: 7’457315/743622
第8590道答案: 2’263103105/288302108
第8591道答案: 1’11318/22687
第8592道答案: 864974521/1214861479
第8593道答案: 24’146039/298584
第8594道答案: 1202569418/1956876705
第8595道答案: 41819218/376539467
第8596道答案: 2916327/3578897
第8597道答案: 1045337/1223061
第8598道答案: 9’769/6942
第8599道答案: 3’39341/66588
第8600道答案: 642284/1591875
第8601道答案: 85832964/193616821
第8602道答案: 2’4226/10101
第8603道答案: 1’1467/37453
第8604道答案: 3’4957/5957
第8605道答案: 9’87189/325171
第8606道答案: 205581081/965069563
第8607道答案: 934081767/983922032
第8608道答案: 1’237782263/1765772732
第8609道答案: 6’1982818/2444217
第8610道答案: 5092/18655
第8611道答案: 46’2957936/4422285
第8612道答案: 26287/243984
第8613道答案: 1’43744/114453
第8614道答案: 61289/225536
第8615道答案: 1’78057323/80956550
第8616道答案: 861973239/926700826
第8617道答案: 1568973693/1932473408
第8618道答案: 6’28602066/43690465
第8619道答案: 5205742/18429735
第8620道答案: 3’14271/22222
第8621道答案: 2’15109/49712
第8622道答案: 3982/99963
第8623道答案: 4’315164/1968615
第8624道答案: 310652487/1038438512
第8625道答案: 203843897/496758198
第8626道答案: 129’4916/7821
第8627道答案: 79/9100
第8628道答案: 7000/23287
第8629道答案: 1’38011/123522
第8630道答案: 460’12/73
第8631道答案: 537076540/847352123
第8632道答案: 1’5472247/7588628
第8633道答案: 277065/431317972
第8634道答案: 3’1927/34209
第8635道答案: 73549/112944
第8636道答案: 107188465/108500889
第8637道答案: 1’29473/44608
第8638道答案: 4’4160499/4228918
第8639道答案: 1’2271718/31946831
第8640道答案: 14422077/46081840
第8641道答案: 1’68209/117808
第8642道答案: 16997/27258
第8643道答案: 1’664711/3201160
第8644道答案: 43’3299/4720
第8645道答案: 1348424/23234823
第8646道答案: 5’104595/117856
第8647道答案: 50’201/1960
第8648道答案: 1’35073/43472
第8649道答案: 135148/198801
第8650道答案: 28’85/182
第8651道答案: 4’894497/1351584
第8652道答案: 2857’3/5
第8653道答案: 16’66851/499681
第8654道答案: 5’6282029/14910530
第8655道答案: 6’27131/37917
第8656道答案: 1’953111/22293904
第8657道答案: 9’346888/369075
第8658道答案: 12’91451/1175460
第8659道答案: 1’40657/46800
第8660道答案: 2107427/39272836
第8661道答案: 127474145/417096232
第8662道答案: 3’224043/274300
第8663道答案: 1/12
第8664道答案: 1’59911/67830
第8665道答案: 27276041/117906712
第8666道答案: 5719/50112
第8667道答案: 13747751/27490428
第8668道答案: 7985116/97743325
第8669道答案: 9’1578517/2611616
第8670道答案: 1’21733/80507
第8671道答案: 1’443027/622312
第8672道答案: 3’8539693/8615768
第8673道答案: 1’163727/187330
第8674道答案: 3’1139073/1218931
第8675道答案: 5’33639841/52501074
第8676道答案: 189/1150
第8677道答案: 1’1330193/10736775
第8678道答案: 3’3553/3780
第8679道答案: 2’72819521/295307580
第8680道答案: 2’76750/95991
第8681道答案: 101565/724942
第8682道答案: 103’31717/93005
第8683道答案: 2’368/5395
第8684道答案: 1’235031/238266
第8685道答案: 1’17382243/498555385
第8686道答案: 2’28673239/33964520
第8687道答案: 9/3685
第8688道答案: 5684764/18637567
第8689道答案: 12875/80132
第8690道答案: 15’164903/268632
第8691道答案: 3’61711/219870
第8692道答案: 2’432080015/762785478
第8693道答案: 23662117/168562614
第8694道答案: 3749382/7786999
第8695道答案: 11’2149/3876
第8696道答案: 573037/710185
第8697道答案: 52’413/6840
第8698道答案: 1777059/19020148
第8699道答案: 2’179/210
第8700道答案: 9’1299751/7408140
第8701道答案: 5’67819/68425
第8702道答案: 1474857/162963544
第8703道答案: 1’81115/204666
第8704道答案: 128843333/550065118
第8705道答案: 71’101747/115362
第8706道答案: 1’129707099/135486260
第8707道答案: 1’14346723/120854912
第8708道答案: 8’142431/544525
第8709道答案: 2’400573/424581
第8710道答案: 454343/534540
第8711道答案: 11591/56175
第8712道答案: 4’21038/28273
第8713道答案: 1’52863/143510
第8714道答案: 13’945463/4350800
第8715道答案: 1065/5176
第8716道答案: 11’1660/5447
第8717道答案: 1’153509884/1159921591
第8718道答案: 7’11227/55629
第8719道答案: 1’121519/347422
第8720道答案: 285256/670923
第8721道答案: 2’117582979/364535834
第8722道答案: 1’2094841/6052450
第8723道答案: 117931/255474
第8724道答案: 6167/14176
第8725道答案: 12’18804/65591
第8726道答案: 497429/789052
第8727道答案: 2’44583/63365
第8728道答案: 1’373935531/738300980
第8729道答案: 2793/5771
第8730道答案: 390195/5000327
第8731道答案: 2’7111/38822
第8732道答案: 4’6730619/23156584
第8733道答案: 16’29/250
第8734道答案: 3’51/166
第8735道答案: 1’818039485/834148676
第8736道答案: 4’100018363/102943516
第8737道答案: 2’19581731/27170353
第8738道答案: 1’9440696/15215067
第8739道答案: 1’130443/240929
第8740道答案: 156604227/846278356
第8741道答案: 2’39239/71158
第8742道答案: 1’92039/454300
第8743道答案: 3’69532/422675
第8744道答案: 275481/358190
第8745道答案: 2’64205/69264
第8746道答案: 3107208/4537253
第8747道答案: 12821178/52620865
第8748道答案: 1’1042871/2035204
第8749道答案: 139194475/697450584
第8750道答案: 37’11/18
第8751道答案: 3’1351/2145
第8752道答案: 34/17325
第8753道答案: 1’291724223/1627857495
第8754道答案: 3’6117/10787
第8755道答案: 8’418/3507
第8756道答案: 3’29/8930
第8757道答案: 3’1806/2983
第8758道答案: 1’54877/113160
第8759道答案: 3’7346277/34699478
第8760道答案: 5094605/5241104
第8761道答案: 9918/68155
第8762道答案: 3’194731/1425756
第8763道答案: 2’437807/3466752
第8764道答案: 2’20461/28908
第8765道答案: 2’873007/56931483
第8766道答案: 3068/25365
第8767道答案: 12012/397417
第8768道答案: 1’33293919/218960237
第8769道答案: 203257/411516
第8770道答案: 173’7/19
第8771道答案: 4’14384296/16515975
第8772道答案: 24346/158821
第8773道答案: 1’86072287/364526172
第8774道答案: 5’1790431/3914820
第8775道答案: 1’51938/303105
第8776道答案: 329/35883
第8777道答案: 1’360424685/606953236
第8778道答案: 1’32135179/191946290
第8779道答案: 2’148437/17724203
